"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2262,2.4,2.4,97.6,"Cormondes (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Cormondes. Les habitants ont refusé le texte à 97,6 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Cormondes était alors de 55,6 pour cent."
2265,8.5,8.5,91.5,"Chiètres (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 91,5 pour cent à Chiètres (FR). Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Chiètres (FR) était alors de 63,3 pour cent."
2266,78.3,78.3,21.7,"Kleinbösingen (FR)","La population de Kleinbösingen approuve à 78,3 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Kleinbösingen bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 59,3 pour cent des voix."
2271,18.4,18.4,81.6,"Meyriez (FR)","La population de Meyriez rejette à 81,6 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Meyriez était alors de 65,8 pour cent."
2272,59.5,59.5,40.5,"Misery-Courtion (FR)","A Misery-Courtion, les habitants disent oui à 59,5 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Misery-Courtion bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 53,7 pour cent des voix."
2274,67.9,67.9,32.1,"Montilier (FR)","Les habitants de Montilier soutiennent à 67,9 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Montilier bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 72,3 pour cent des voix."
2275,43.4,43.4,56.6,"Morat (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 56,6 pour cent à Morat. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Morat avaient alors dit non à 62 pour cent."
2276,49.6,49.6,50.4,"Ried bei Kerzers (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 50,4 pour cent à Ried bei Kerzers. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Ried bei Kerzers avaient alors dit non à 57,7 pour cent."
2284,63.7,63.7,36.3,"Mont-Vully (FR)","A Mont-Vully, les habitants disent oui à 63,7 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Mont-Vully bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 66,9 pour cent des voix."
2292,68.6,68.6,31.4,"Brünisried (FR)","La population de Brünisried approuve à 68,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Brünisried par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 53,2 pour cent des habitants de la commune avaient accepté ce texte."
2293,90.2,90.2,9.8,"Guin (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 90,2 pour cent de oui à Guin. Avec ce résultat, Guin bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 65,2 pour cent des voix."
2294,36,36,64,"Chevrilles (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Chevrilles. Les habitants ont refusé le texte à 64 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Chevrilles était alors de 54 pour cent."
2295,87.8,87.8,12.2,"Bösingen (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Bösingen par 87,8 pour cent des votants. Avec ce résultat, Bösingen bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 61,5 pour cent des voix."
2296,18.1,18.1,81.9,"Heitenried (FR)","A Heitenried, les citoyens rejettent à 81,9 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Heitenried était alors de 60,2 pour cent."
2299,46.4,46.4,53.6,"Planfayon (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Planfayon. Les habitants ont refusé le texte à 53,6 pour cent. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Planfayon avait rejeté l'initiative ""pour une immigration modérée» à 49 pour cent en 2020."
2300,58.9,58.9,41.1,"Plasselb (FR)","Plasselb dit oui à 58,9 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Plasselb par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 53,9 pour cent des habitants de la commune avaient accepté ce texte."
2301,60.3,60.3,39.7,"Dirlaret (FR)","Les habitants de Dirlaret soutiennent à 60,3 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Dirlaret bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 51,5 pour cent des voix."
2303,48.5,48.5,51.5,"Saint-Silvestre (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 51,5 pour cent à Saint-Silvestre. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Saint-Silvestre avait rejeté l'initiative ""pour une immigration modérée» à 38,5 pour cent en 2020."
2304,95.8,95.8,4.2,"Saint-Ours (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 95,8 pour cent de oui à Saint-Ours. Avec ce résultat, Saint-Ours bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 59,4 pour cent des voix."
2305,41.2,41.2,58.8,"Schmitten (FR)","Les habitants de Schmitten (FR) s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 58,8 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Schmitten (FR) avaient alors dit non à 66,1 pour cent."
2306,7,7,93,"Tavel (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Tavel. Les habitants ont refusé le texte à 93 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Tavel était alors de 58,7 pour cent."
2307,32.5,32.5,67.5,"Tinterin (FR)","Les habitants de Tinterin s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 67,5 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Tinterin était alors de 56,5 pour cent."
2308,23.9,23.9,76.1,"Ueberstorf (FR)","A Ueberstorf, les citoyens rejettent à 76,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Ueberstorf était alors de 57,1 pour cent."
2309,21.5,21.5,78.5,"Wünnewil-Flamatt (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Wünnewil-Flamatt. Ils ont refusé le texte à 78,5 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Wünnewil-Flamatt était alors de 61,5 pour cent."
2321,62.1,62.1,37.9,"Attalens (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 62,1 pour cent de oui à Attalens. Avec ce résultat, Attalens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 69,8 pour cent des voix."
2323,77.2,77.2,22.8,"Bossonnens (FR)","Les habitants de Bossonnens acceptent à 77,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Bossonnens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 67,3 pour cent des voix."
2325,34.4,34.4,65.6,"Châtel-Saint-Denis (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Châtel-Saint-Denis. Ils ont refusé le texte à 65,6 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Châtel-Saint-Denis était alors de 62,9 pour cent."
2328,39.2,39.2,60.8,"Granges (Veveyse) (FR)","A Granges (Veveyse), les citoyens rejettent à 60,8 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Granges (Veveyse) avaient alors dit non à 66,5 pour cent."
2333,29.1,29.1,70.9,"Remaufens (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Remaufens. Les habitants ont refusé le texte à 70,9 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Remaufens était alors de 61,2 pour cent."
2335,56.5,56.5,43.5,"Saint-Martin (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 56,5 pour cent de oui à Saint-Martin (FR). Avec ce résultat, Saint-Martin (FR) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 62,5 pour cent des voix."
2336,95.3,95.3,4.7,"Semsales (FR)","Les habitants de Semsales acceptent à 95,3 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Semsales bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 57,3 pour cent des voix."
2337,47.6,47.6,52.4,"Le Flon (FR)","La population du Flon rejette à 52,4 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants du Flon avaient alors dit non à 60,7 pour cent."
2338,4.3,4.3,95.7,"La Verrerie (FR)","Les habitants de La Verrerie s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 95,7 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à La Verrerie était alors de 53,3 pour cent."
